LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT
48.727379999999997,-121.172499999999999,302.779999999999973,1.430000000000000,1.180000000000000,2023/08/18,"0555",Terra,MODIS,"25",6.1NRT,292.160000000000025,6.670000000000000,N
48.738259999999997,-121.170969999999997,324.970000000000027,1.430000000000000,1.180000000000000,2023/08/18,"0555",Terra,MODIS,"100",6.1NRT,295.910000000000025,36.939999999999998,N
48.735869999999998,-121.196470000000005,312.930000000000007,1.430000000000000,1.180000000000000,2023/08/18,"0555",Terra,MODIS,"86",6.1NRT,290.019999999999982,18.390000000000001,N
48.748579999999997,-121.175160000000005,344.000000000000000,1.430000000000000,1.180000000000000,2023/08/18,"0555",Terra,MODIS,"100",6.1NRT,297.519999999999982,83.939999999999998,N
48.746830000000003,-121.194059999999993,316.649999999999977,1.430000000000000,1.180000000000000,2023/08/18,"0555",Terra,MODIS,"94",6.1NRT,293.240000000000009,24.000000000000000,N
48.760230000000000,-121.164420000000007,327.790000000000020,1.440000000000000,1.190000000000000,2023/08/18,"0555",Terra,MODIS,"100",6.1NRT,292.509999999999991,43.299999999999997,N
48.758850000000002,-121.179760000000002,315.730000000000018,1.430000000000000,1.180000000000000,2023/08/18,"0555",Terra,MODIS,"92",6.1NRT,292.759999999999991,21.800000000000001,N
48.754649999999998,-121.167069999999995,326.339999999999975,1.440000000000000,1.190000000000000,2023/08/18,"0555",Terra,MODIS,"100",6.1NRT,294.379999999999995,41.280000000000001,N
48.753270000000001,-121.182720000000003,323.579999999999984,1.430000000000000,1.180000000000000,2023/08/18,"0555",Terra,MODIS,"100",6.1NRT,294.970000000000027,35.130000000000003,N
48.764969999999998,-121.171620000000004,310.930000000000007,1.440000000000000,1.190000000000000,2023/08/18,"0555",Terra,MODIS,"81",6.1NRT,289.600000000000023,17.680000000000000,N
48.764930000000000,-121.164959999999994,315.360000000000014,1.590000000000000,1.240000000000000,2023/08/18,"1102",Aqua,MODIS,"91",6.1NRT,287.759999999999991,29.780000000000001,N
48.757140000000000,-121.183250000000001,331.939999999999998,1.590000000000000,1.240000000000000,2023/08/18,"1102",Aqua,MODIS,"100",6.1NRT,290.449999999999989,63.850000000000001,N
48.745970000000000,-121.185820000000007,304.220000000000027,1.590000000000000,1.240000000000000,2023/08/18,"1102",Aqua,MODIS,"25",6.1NRT,288.689999999999998,13.310000000000000,N
48.753329999999998,-121.165459999999996,337.209999999999980,1.590000000000000,1.240000000000000,2023/08/18,"1102",Aqua,MODIS,"100",6.1NRT,291.769999999999982,78.840000000000003,N
48.741700000000002,-121.165940000000006,316.129999999999995,1.590000000000000,1.240000000000000,2023/08/18,"1102",Aqua,MODIS,"93",6.1NRT,291.389999999999986,29.800000000000001,N
48.722400000000000,-121.177769999999995,306.860000000000014,3.920000000000000,1.840000000000000,2023/08/18,"1747",Terra,MODIS,"18",6.1NRT,293.910000000000025,39.719999999999999,D
48.728850000000001,-121.176649999999995,308.319999999999993,3.920000000000000,1.840000000000000,2023/08/18,"1747",Terra,MODIS,"41",6.1NRT,292.689999999999998,46.590000000000003,D
48.753210000000003,-121.161029999999997,336.769999999999982,2.360000000000000,1.480000000000000,2023/08/18,"1925",Terra,MODIS,"89",6.1NRT,291.100000000000023,131.659999999999997,D
48.745690000000003,-121.188010000000006,310.779999999999973,2.350000000000000,1.480000000000000,2023/08/18,"1925",Terra,MODIS,"64",6.1NRT,291.389999999999986,34.060000000000002,D
48.738830000000000,-121.159779999999998,308.339999999999975,2.360000000000000,1.480000000000000,2023/08/18,"1925",Terra,MODIS,"55",6.1NRT,292.980000000000018,28.829999999999998,D
48.759050000000002,-121.185109999999995,339.980000000000018,2.350000000000000,1.480000000000000,2023/08/18,"1925",Terra,MODIS,"91",6.1NRT,292.459999999999980,148.639999999999986,D
48.716980000000000,-121.200659999999999,305.910000000000025,2.610000000000000,1.550000000000000,2023/08/18,"2034",Aqua,MODIS,"23",6.1NRT,292.939999999999998,20.800000000000001,D
48.730100000000000,-121.182010000000005,310.139999999999986,2.600000000000000,1.550000000000000,2023/08/18,"2034",Aqua,MODIS,"61",6.1NRT,291.290000000000020,32.619999999999997,D
48.752630000000003,-121.177830000000000,387.560000000000002,3.490000000000000,1.760000000000000,2023/08/18,"2212",Aqua,MODIS,"100",6.1NRT,300.019999999999982,1125.720000000000027,D
48.757829999999998,-121.230710000000002,327.019999999999982,3.470000000000000,1.750000000000000,2023/08/18,"2212",Aqua,MODIS,"84",6.1NRT,294.110000000000014,128.789999999999992,D
48.759619999999998,-121.178219999999996,383.600000000000023,3.490000000000000,1.760000000000000,2023/08/18,"2212",Aqua,MODIS,"100",6.1NRT,296.529999999999973,1009.590000000000032,D
48.751049999999999,-121.232600000000005,327.600000000000023,3.470000000000000,1.750000000000000,2023/08/18,"2212",Aqua,MODIS,"84",6.1NRT,295.290000000000020,133.180000000000007,D
48.742199999999997,-121.227300000000000,322.180000000000007,3.470000000000000,1.750000000000000,2023/08/18,"2212",Aqua,MODIS,"80",6.1NRT,294.889999999999986,100.709999999999994,D
48.744019999999999,-121.172740000000005,337.670000000000016,3.490000000000000,1.760000000000000,2023/08/18,"2212",Aqua,MODIS,"90",6.1NRT,295.889999999999986,223.150000000000006,D
48.732610000000001,-121.189400000000006,314.439999999999998,1.890000000000000,1.340000000000000,2023/08/19,"0457",Terra,MODIS,"89",6.1NRT,286.509999999999991,36.799999999999997,N
48.737490000000001,-121.186940000000007,301.899999999999977,1.650000000000000,1.260000000000000,2023/08/19,"1006",Aqua,MODIS,"41",6.1NRT,283.860000000000014,14.260000000000000,N
